                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    204,                0.76042,                0.58047,                 1.0419,                0.95695,                0.71814,                   1.06,                0.42878,                0.45369,                0.36048,                0.17788,                 1.7745,                 1.9486,                 1.8233,                 1.8908,                 2.4213,                 1.7232,              0.0012001,              0.0012001,              0.0012001
                    205,                0.78468,                0.59313,                  1.048,                0.98401,                0.74472,                 1.0683,                0.42418,                 0.3913,                0.32651,                0.16734,                  1.767,                 2.1545,                 1.8281,                 1.8618,                 2.5977,                 1.7059,              0.0011961,              0.0011961,              0.0011961
                    206,                0.77653,                0.58742,                 1.0498,                0.97126,                0.73667,                 1.0672,                0.46054,                0.39215,                0.33338,                0.16186,                 1.7795,                 2.1255,                 1.8239,                 1.8738,                   2.56,                 1.6877,              0.0011922,              0.0011922,              0.0011922
                    207,                0.76831,                 0.5757,                 1.0446,                0.94784,                 0.7038,                 1.0623,                0.46906,                0.39581,                  0.329,                0.15161,                 1.8402,                 2.0754,                 1.8626,                 1.9124,                 2.5276,                  1.739,              0.0011882,              0.0011882,              0.0011882
                    208,                0.75739,                0.56897,                 1.0422,                0.95346,                0.71548,                 1.0656,                0.45278,                0.38563,                0.32964,                 0.1574,                 1.8362,                 2.0711,                 1.9059,                 1.9348,                 2.4978,                 1.7562,              0.0011842,              0.0011842,              0.0011842
                    209,                0.75706,                0.57416,                 1.0432,                  0.939,                0.72357,                 1.0629,                0.46037,                 0.4306,                0.33987,                0.17124,                 1.7797,                 2.1321,                 1.9076,                 1.8921,                 2.5646,                 1.7469,              0.0011803,              0.0011803,              0.0011803
                    210,                 0.7617,                0.56262,                 1.0351,                0.94581,                0.71878,                 1.0498,                0.49589,                0.41777,                0.35658,                0.18134,                 1.7645,                 1.9809,                 1.8657,                 1.8735,                 2.5042,                 1.7241,              0.0011763,              0.0011763,              0.0011763
                    211,                0.76792,                0.56144,                 1.0353,                0.96641,                0.69454,                 1.0584,                0.45911,                0.44234,                0.33827,                0.17648,                 1.7666,                 1.9944,                 1.8523,                 1.8317,                 2.5138,                 1.7289,              0.0011724,              0.0011724,              0.0011724
                    212,                0.75617,                0.56789,                 1.0398,                0.94782,                0.70931,                 1.0611,                0.44773,                0.43667,                0.33574,                0.16821,                 1.7882,                 2.1436,                  1.878,                 1.8605,                 2.6348,                 1.7206,              0.0011684,              0.0011684,              0.0011684
                    213,                0.77649,                0.57199,                 1.0422,                0.98198,                0.70628,                 1.0618,                0.39614,                 0.4707,                0.32918,                0.16021,                 1.7743,                 2.0671,                  1.878,                 1.8286,                 2.5642,                 1.7071,              0.0011644,              0.0011644,              0.0011644
                    214,                0.77081,                  0.581,                 1.0416,                0.96476,                0.71856,                 1.0571,                0.42215,                 0.4585,                 0.3372,                0.16081,                 1.8166,                 2.0696,                 1.8763,                 1.9202,                 2.5709,                 1.7539,              0.0011605,              0.0011605,              0.0011605
                    215,                0.77853,                0.58044,                  1.041,                0.97439,                0.72217,                 1.0591,                0.46745,                0.36106,                 0.3084,                0.14601,                 1.8705,                 2.2966,                   1.99,                 1.9404,                  2.683,                 1.7927,              0.0011565,              0.0011565,              0.0011565
                    216,                0.76447,                0.58756,                  1.046,                0.94243,                0.71776,                 1.0606,                 0.4413,                0.44045,                0.33671,                0.15927,                 1.8348,                 2.0328,                 1.9498,                 1.9336,                 2.4497,                 1.7803,              0.0011526,              0.0011526,              0.0011526
                    217,                0.76956,                0.58955,                  1.045,                0.95633,                0.72826,                 1.0609,                0.45032,                0.47637,                0.35753,                0.17475,                 1.8003,                 1.9638,                 1.8859,                 1.9092,                  2.493,                 1.7249,              0.0011486,              0.0011486,              0.0011486
                    218,                0.74754,                0.55539,                 1.0249,                0.93398,                0.67684,                 1.0403,                0.49125,                0.46503,                0.38208,                0.18836,                 1.7501,                 2.0347,                 1.8554,                 1.8252,                 2.5377,                 1.7031,              0.0011446,              0.0011446,              0.0011446
                    219,                0.77134,                0.57123,                 1.0412,                0.96789,                0.70581,                 1.0599,                 0.4586,                0.45558,                0.37872,                0.18482,                 1.7827,                 1.9569,                 1.8806,                  1.882,                 2.4535,                 1.7348,              0.0011407,              0.0011407,              0.0011407
                    220,                0.74271,                0.56016,                 1.0327,                0.93834,                0.70129,                 1.0488,                0.47603,                0.46198,                0.37349,                0.18848,                 1.7358,                  1.976,                 1.8379,                 1.8829,                 2.3993,                 1.7178,              0.0011367,              0.0011367,              0.0011367
                    221,                0.73199,                0.55257,                 1.0357,                0.91051,                0.67825,                 1.0546,                 0.5246,                0.43289,                0.37836,                0.19468,                 1.6908,                 1.9409,                 1.7937,                  1.794,                 2.4182,                 1.6714,              0.0011328,              0.0011328,              0.0011328
                    222,                0.74273,                0.54865,                 1.0346,                0.93156,                0.68098,                 1.0527,                0.50401,                0.40147,                0.36059,                0.18849,                 1.7286,                 1.9672,                 1.8334,                 1.8325,                 2.4712,                   1.69,              0.0011288,              0.0011288,              0.0011288
                    223,                0.74342,                0.55262,                 1.0257,                0.93759,                0.69091,                 1.0438,                0.44568,                0.44045,                0.34388,                0.17417,                 1.7658,                 2.1153,                 1.8903,                 1.8622,                  2.614,                 1.7162,              0.0011248,              0.0011248,              0.0011248
                    224,                0.76469,                0.56152,                 1.0371,                0.96746,                0.70398,                 1.0586,                0.44288,                0.41927,                0.31552,                0.15966,                 1.7751,                 2.1414,                 1.9111,                 1.8218,                 2.7316,                 1.7159,              0.0011209,              0.0011209,              0.0011209
                    225,                0.73934,                0.55031,                 1.0304,                 0.9154,                0.68255,                 1.0469,                0.49814,                0.41279,                0.35163,                 0.1811,                 1.7368,                 1.9563,                 1.8302,                  1.824,                 2.5368,                 1.6961,              0.0011169,              0.0011169,              0.0011169
                    226,                0.75008,                0.55822,                 1.0278,                0.94208,                0.68301,                 1.0489,                0.41655,                0.40624,                 0.3148,                0.17121,                 1.7573,                 2.0532,                 1.8307,                 1.8819,                 2.6613,                 1.7126,               0.001113,               0.001113,               0.001113
                    227,                0.72921,                 0.5454,                 1.0236,                 0.9211,                0.68538,                 1.0451,                0.48675,                0.43386,                0.35603,                0.17676,                 1.7873,                 2.0005,                 1.8408,                 1.9333,                 2.4868,                  1.733,               0.001109,               0.001109,               0.001109
                    228,                0.72965,                0.53827,                 1.0165,                0.91465,                 0.6548,                  1.037,                0.41146,                0.44612,                0.33978,                0.17262,                 1.8006,                 2.2048,                 1.8721,                 1.9099,                 2.6004,                 1.7293,               0.001105,               0.001105,               0.001105
                    229,                0.72739,                0.54553,                 1.0182,                0.90963,                0.66909,                  1.038,                 0.4826,                0.41613,                  0.376,                0.19822,                 1.7242,                  2.029,                 1.8327,                  1.839,                  2.565,                 1.6897,              0.0011011,              0.0011011,              0.0011011
                    230,                0.72788,                0.54989,                 1.0209,                0.91879,                0.68919,                 1.0422,                 0.4653,                0.46692,                0.35313,                0.17542,                 1.7735,                 2.0369,                 1.8856,                 1.8824,                 2.5399,                 1.7523,              0.0010971,              0.0010971,              0.0010971
                    231,                0.73424,                0.53639,                 1.0245,                0.90881,                0.67083,                 1.0458,                0.47948,                0.44577,                0.36711,                0.18693,                 1.7751,                 2.0331,                  1.891,                 1.8647,                 2.5044,                 1.7296,              0.0010932,              0.0010932,              0.0010932
                    232,                0.71787,                0.53288,                 1.0159,                0.89059,                0.65112,                 1.0333,                0.49871,                0.45369,                0.37541,                0.18166,                 1.7176,                 1.9608,                 1.8361,                 1.8406,                  2.428,                 1.7138,              0.0010892,              0.0010892,              0.0010892
                    233,                0.70777,                0.53052,                 1.0135,                0.89025,                0.66853,                 1.0323,                0.47429,                0.44612,                  0.345,                0.17449,                  1.748,                 2.1403,                 1.8573,                 1.8146,                 2.5758,                 1.6982,              0.0010852,              0.0010852,              0.0010852
                    234,                0.71365,                0.53089,                 1.0083,                0.90227,                0.65393,                 1.0279,                0.52655,                0.40575,                0.35964,                0.17992,                 1.7588,                 2.0733,                 1.8868,                 1.8424,                 2.4765,                 1.7372,              0.0010813,              0.0010813,              0.0010813
                    235,                 0.7128,                0.53131,                  1.013,                0.90429,                0.65593,                  1.028,                0.45349,                0.45936,                0.35981,                0.19287,                 1.6814,                 2.0817,                 1.8139,                 1.7891,                 2.5666,                 1.6683,              0.0010773,              0.0010773,              0.0010773
                    236,                0.71322,                0.52828,                 1.0106,                0.89965,                0.64977,                 1.0278,                0.50875,                0.46125,                0.37997,                0.20034,                  1.682,                 1.9591,                 1.7746,                 1.8362,                 2.4507,                 1.7042,              0.0010734,              0.0010734,              0.0010734
                    237,                0.72697,                0.55162,                 1.0184,                0.92105,                0.68982,                   1.04,                 0.4997,                0.45558,                0.37151,                0.19748,                 1.6664,                 1.9441,                 1.7277,                 1.8529,                 2.4538,                 1.6779,              0.0010694,              0.0010694,              0.0010694
                    238,                0.72708,                0.53279,                 1.0186,                0.91817,                 0.6591,                 1.0352,                0.51868,                0.44045,                0.36257,                0.19417,                 1.7123,                  1.877,                 1.7809,                 1.8527,                 2.4127,                 1.6965,              0.0010654,              0.0010654,              0.0010654
                    239,                0.73921,                0.53822,                 1.0239,                 0.9327,                0.66997,                 1.0381,                0.48139,                0.44045,                0.36967,                  0.194,                 1.6886,                 2.0262,                 1.7709,                 1.7934,                 2.4445,                 1.6859,              0.0010615,              0.0010615,              0.0010615
                    240,                0.71093,                0.52742,                 1.0054,                0.88704,                0.63854,                 1.0234,                 0.5128,                 0.3913,                0.35066,                0.19033,                 1.7023,                 2.1678,                 1.7924,                 1.7958,                 2.5165,                 1.6742,              0.0010575,              0.0010575,              0.0010575
                    241,                0.72606,                0.53891,                 1.0192,                 0.8992,                0.66104,                 1.0405,                  0.476,                0.46881,                0.37068,                0.19569,                 1.6893,                 1.9939,                 1.8084,                 1.8282,                  2.404,                 1.7253,              0.0010536,              0.0010536,              0.0010536
                    242,                0.72153,                0.52745,                  1.007,                0.92089,                0.65655,                 1.0303,                0.48761,                0.43714,                0.36029,                  0.182,                 1.7613,                 2.0273,                 1.8608,                 1.8537,                 2.4641,                 1.7269,              0.0010496,              0.0010496,              0.0010496
                    243,                0.71012,                0.51908,                 1.0129,                0.89146,                0.64514,                 1.0307,                0.54811,                0.46086,                0.39331,                0.19583,                  1.716,                 1.8807,                 1.8161,                 1.8302,                 2.3019,                 1.7123,              0.0010456,              0.0010456,              0.0010456
                    244,                0.69954,                0.51657,                 1.0035,                0.88767,                0.64823,                 1.0247,                0.46924,                0.49716,                0.36664,                0.18459,                 1.7254,                 1.9514,                 1.8472,                 1.8438,                 2.3926,                 1.7159,              0.0010417,              0.0010417,              0.0010417
                    245,                0.70727,                0.52365,                 1.0049,                0.88426,                0.65839,                 1.0209,                0.53812,                0.44612,                0.37709,                 0.1941,                 1.7439,                 1.9097,                 1.8473,                 1.8353,                 2.4064,                 1.6939,              0.0010377,              0.0010377,              0.0010377
                    246,                0.71435,                0.52658,                 1.0147,                0.89368,                0.65273,                 1.0334,                0.48297,                0.44991,                0.36143,                0.17234,                 1.7833,                 1.9997,                 1.8914,                  1.875,                 2.5213,                 1.7594,              0.0010338,              0.0010338,              0.0010338
                    247,                0.69335,                0.52037,                 1.0014,                0.88346,                0.63465,                 1.0239,                0.57449,                0.40643,                0.37879,                0.19053,                 1.7412,                 1.9794,                 1.8477,                 1.8168,                 2.5396,                  1.703,              0.0010298,              0.0010298,              0.0010298
                    248,                0.71273,                0.51531,                 1.0129,                 0.8983,                0.63924,                 1.0298,                0.49795,                0.44423,                0.38014,                0.19636,                   1.74,                 1.9781,                 1.8827,                 1.8873,                  2.571,                 1.7494,              0.0010258,              0.0010258,              0.0010258
                    249,                 0.7126,                0.52901,                 1.0135,                0.90345,                0.65285,                 1.0332,                0.47368,                0.45084,                0.37157,                0.19825,                 1.7313,                 1.9858,                 1.8352,                 1.8516,                 2.5626,                 1.7259,              0.0010219,              0.0010219,              0.0010219
                    250,                0.70802,                0.52069,                 1.0034,                 0.8837,                0.63943,                 1.0174,                0.47897,                0.43478,                0.37767,                0.19799,                 1.7191,                 1.9447,                  1.843,                 1.8341,                 2.4771,                 1.7192,              0.0010179,              0.0010179,              0.0010179
                    251,                0.69946,                0.52007,                 1.0116,                0.87786,                0.63311,                 1.0329,                0.48878,                0.45546,                 0.3899,                0.20178,                 1.7573,                 1.9562,                 1.8588,                 1.8512,                 2.4507,                 1.7239,               0.001014,               0.001014,               0.001014
                    252,                0.71073,                 0.5315,                 1.0074,                0.90723,                0.64566,                 1.0236,                 0.5074,                0.42533,                0.36337,                0.18457,                 1.7121,                 2.0467,                  1.825,                 1.8367,                 2.5462,                 1.7202,                0.00101,                0.00101,                0.00101
                    253,                0.71019,                0.52331,                 1.0116,                0.89078,                0.62717,                 1.0279,                 0.5101,                0.42533,                 0.3635,                0.18372,                 1.6892,                 2.0306,                 1.8353,                 1.8242,                 2.5366,                 1.7217,               0.001006,               0.001006,               0.001006
                    254,                0.69168,                0.51854,                 1.0008,                0.87823,                0.63276,                 1.0159,                0.51894,                0.40454,                0.35572,                0.18154,                 1.7287,                 2.0279,                  1.876,                 1.8582,                 2.5748,                 1.7475,              0.0010021,              0.0010021,              0.0010021
                    255,                0.66068,                0.49964,                0.99739,                   0.83,                0.60459,                 1.0169,                0.48429,                0.42533,                0.35874,                 0.1845,                 1.7386,                 2.1298,                 1.8951,                   1.87,                 2.6051,                 1.7433,             0.00099812,             0.00099812,             0.00099812
                    256,                0.69124,                0.51053,                0.99799,                0.88004,                0.62862,                 1.0151,                0.48829,                0.42533,                0.34685,                0.17937,                 1.7732,                 2.1796,                 1.9201,                 1.8371,                 2.7906,                 1.7388,             0.00099416,             0.00099416,             0.00099416
                    257,                 0.7092,                0.53001,                 1.0068,                0.90275,                0.64766,                 1.0269,                0.47845,                0.44991,                0.34514,                0.18241,                  1.747,                 2.0315,                 1.8792,                 1.8163,                 2.5521,                 1.7135,              0.0009902,              0.0009902,              0.0009902
                    258,                0.67402,                0.50617,                 1.0078,                0.84338,                 0.6131,                 1.0257,                0.51484,                  0.431,                0.34824,                0.17372,                 1.7521,                 1.9835,                 1.8964,                 1.8436,                 2.5232,                 1.7514,             0.00098624,             0.00098624,             0.00098624
                    259,                 0.6997,                0.51102,                 1.0044,                0.88395,                0.63031,                 1.0208,                0.47284,                0.45936,                0.33988,                0.16725,                 1.7585,                   2.02,                 1.8683,                 1.8732,                  2.505,                  1.748,             0.00098228,             0.00098228,             0.00098228
                    260,                0.68718,                 0.5032,                0.99405,                0.86129,                0.60034,                 1.0135,                0.53795,                0.42155,                0.34838,                0.18089,                 1.7152,                 2.0139,                 1.8342,                 1.8579,                 2.4692,                  1.719,             0.00097832,             0.00097832,             0.00097832
                    261,                0.67803,                0.50311,                0.99566,                0.84536,                 0.6071,                 1.0175,                0.51882,                0.42533,                0.35948,                0.18483,                 1.7624,                 2.0348,                 1.8517,                 1.8684,                 2.4881,                 1.7194,             0.00097436,             0.00097436,             0.00097436
                    262,                0.68371,                0.50883,                0.99894,                0.86055,                0.62695,                   1.02,                0.50928,                0.45369,                0.36486,                0.18863,                 1.7063,                 2.0379,                 1.8567,                 1.8406,                 2.5311,                 1.7146,              0.0009704,              0.0009704,              0.0009704
                    263,                0.69664,                0.51058,                 1.0016,                0.88209,                0.62385,                 1.0233,                0.51423,                0.42722,                0.36408,                0.18919,                  1.717,                 2.1735,                 1.8924,                 1.8188,                  2.575,                 1.7543,             0.00096644,             0.00096644,             0.00096644
                    264,                0.68236,                0.50837,                0.99559,                 0.8523,                 0.6115,                 1.0144,                0.46116,                0.40607,                0.32908,                0.16862,                  1.778,                 2.3103,                 1.9225,                  1.868,                 2.6699,                 1.7694,             0.00096248,             0.00096248,             0.00096248
                    265,                0.68511,                0.50337,                 1.0023,                0.86228,                0.61366,                 1.0229,                0.36325,                0.46314,                0.32398,                0.16337,                 1.7448,                 2.4327,                 1.9154,                 1.8684,                 2.7545,                 1.7562,             0.00095852,             0.00095852,             0.00095852
                    266,                0.69218,                0.50125,                0.99774,                 0.8904,                0.62121,                 1.0181,                0.50833,                0.41021,                0.35314,                0.17656,                 1.7671,                 2.1105,                 1.8999,                 1.8645,                 2.5833,                 1.7518,             0.00095456,             0.00095456,             0.00095456
                    267,                0.67063,                0.51068,                0.99398,                0.85779,                0.61908,                 1.0161,                0.54925,                0.38941,                0.35791,                0.18751,                 1.7447,                 2.0931,                 1.8534,                 1.8609,                 2.5823,                 1.7367,              0.0009506,              0.0009506,              0.0009506
                    268,                0.67547,                0.50041,                0.99728,                0.85652,                0.60842,                 1.0164,                0.47019,                0.44612,                0.35049,                 0.1857,                 1.7354,                 1.9886,                  1.844,                 1.8381,                 2.5768,                 1.7187,             0.00094664,             0.00094664,             0.00094664
                    269,                0.68476,                0.51113,                0.99936,                0.88812,                0.63364,                 1.0235,                0.47934,                0.38941,                0.31991,                0.16523,                 1.7767,                  2.139,                 1.8956,                   1.84,                 2.7187,                 1.6906,             0.00094268,             0.00094268,             0.00094268
                    270,                0.68166,                0.50172,                0.99241,                 0.8728,                0.62296,                 1.0124,                0.40891,                0.44612,                0.32684,                0.15886,                 1.8059,                 2.1915,                 1.9285,                 1.8712,                 2.6419,                 1.7447,             0.00093872,             0.00093872,             0.00093872
                    271,                0.67309,                0.49305,                0.99095,                 0.8701,                0.60421,                 1.0098,                0.50075,                0.44045,                0.35307,                0.17651,                 1.7296,                 2.1009,                 1.8359,                 1.8535,                 2.5954,                 1.7221,             0.00093476,             0.00093476,             0.00093476
                    272,                0.67598,                0.49391,                0.99181,                 0.8622,                0.60597,                 1.0093,                0.49225,                0.44423,                0.36961,                0.18585,                 1.7572,                 2.0188,                 1.8309,                 1.8483,                 2.5017,                 1.6945,              0.0009308,              0.0009308,              0.0009308
                    273,                0.67016,                 0.4995,                 0.9999,                0.84415,                0.60236,                  1.022,                0.52387,                 0.4035,                 0.3756,                0.19427,                 1.7302,                  2.147,                 1.8489,                 1.8305,                 2.7064,                 1.7347,             0.00092684,             0.00092684,             0.00092684
                    274,                0.67904,                0.49248,                0.99072,                0.85678,                0.58674,                 1.0089,                0.47082,                0.43478,                0.36565,                0.18761,                 1.7381,                 2.1055,                 1.8542,                 1.8384,                 2.7036,                 1.7151,             0.00092288,             0.00092288,             0.00092288
                    275,                0.67077,                0.49475,                0.98594,                0.85455,                0.59499,                 1.0038,                0.56738,                0.39887,                0.38358,                0.19938,                 1.6891,                 2.0171,                 1.7986,                 1.8059,                 2.5476,                 1.6981,             0.00091892,             0.00091892,             0.00091892
                    276,                0.68422,                0.49733,                 0.9913,                0.86103,                0.59669,                 1.0127,                0.54642,                0.44045,                 0.3971,                0.20732,                 1.6998,                 1.9872,                 1.7775,                 1.7879,                 2.4754,                 1.6468,             0.00091496,             0.00091496,             0.00091496
                    277,                0.67044,                0.49752,                0.99176,                0.83525,                 0.6138,                  1.011,                0.54298,                0.43289,                0.37943,                0.19709,                 1.7059,                 2.0384,                 1.8088,                 1.7872,                 2.5846,                 1.6655,               0.000911,               0.000911,               0.000911
                    278,                0.65707,                0.48487,                0.98859,                0.83589,                0.58741,                 1.0084,                0.49811,                 0.4484,                 0.3687,                0.19112,                 1.6956,                  2.009,                 1.8105,                 1.8413,                  2.539,                 1.6995,             0.00090704,             0.00090704,             0.00090704
                    279,                0.66303,                0.49036,                0.98309,                0.84766,                0.59479,                 1.0009,                0.48366,                0.45747,                   0.37,                 0.1908,                 1.6899,                 2.0386,                 1.7874,                 1.8129,                  2.538,                 1.6807,             0.00090308,             0.00090308,             0.00090308
                    280,                0.67432,                0.49129,                0.98703,                0.86515,                0.59676,                 1.0093,                0.54075,                0.41399,                0.38309,                0.20688,                 1.6655,                 2.0435,                  1.782,                 1.7572,                 2.6319,                 1.6582,             0.00089912,             0.00089912,             0.00089912
                    281,                0.67573,                 0.4877,                0.98995,                0.85506,                0.59756,                 1.0053,                0.55754,                0.41588,                0.37609,                  0.201,                 1.6762,                 2.0993,                 1.7896,                 1.8256,                 2.6168,                 1.7167,             0.00089516,             0.00089516,             0.00089516
                    282,                 0.6695,                0.48616,                0.98252,                0.86187,                0.59563,                 1.0057,                0.47472,                0.40319,                0.33779,                0.17412,                 1.7483,                 2.3197,                 1.8772,                 1.8892,                 2.8085,                 1.7978,              0.0008912,              0.0008912,              0.0008912
                    283,                0.67367,                  0.487,                0.98762,                0.85118,                0.58999,                 1.0088,                0.50802,                0.38563,                0.34016,                0.18174,                 1.6872,                 2.2613,                 1.8112,                 1.8389,                 2.7552,                 1.7235,             0.00088724,             0.00088724,             0.00088724
                    284,                0.64518,                0.47441,                0.98166,                0.81102,                0.57167,                0.99778,                 0.5205,                 0.4121,                0.36861,                0.19067,                 1.7054,                 2.1733,                 1.8108,                 1.8451,                 2.6931,                  1.708,             0.00088328,             0.00088328,             0.00088328
                    285,                0.66094,                0.47812,                0.97621,                0.85222,                0.59131,                0.99673,                0.53891,                0.40454,                0.35221,                0.18442,                  1.714,                 2.1034,                 1.8595,                 1.8031,                 2.6361,                 1.6948,             0.00087932,             0.00087932,             0.00087932
                    286,                0.65775,                0.48292,                0.97794,                0.83871,                0.58349,                0.99754,                0.46751,                0.44148,                 0.3458,                0.17831,                 1.7379,                 2.1585,                 1.8589,                 1.8223,                 2.6593,                 1.7072,             0.00087536,             0.00087536,             0.00087536
                    287,                0.66411,                0.49168,                0.99093,                0.83473,                0.60244,                  1.012,                0.49249,                0.38752,                 0.3394,                0.17761,                 1.7479,                 2.1448,                 1.8791,                 1.8969,                 2.6517,                 1.7708,              0.0008714,              0.0008714,              0.0008714
                    288,                0.66906,                0.48522,                0.97968,                0.85989,                0.59012,                0.99658,                0.49185,                0.37807,                0.34704,                0.18182,                 1.7844,                 2.0667,                 1.8983,                  1.863,                 2.6501,                 1.7316,             0.00086744,             0.00086744,             0.00086744
